,power_consumption,SmallProduction,BigProduction
183,5.3422752808988765,10,20
184,5.3454119850187265,10,20
185,5.373572097378277,10,20
186,5.277294007490637,10,20
187,5.352013108614232,10,20
188,5.3796114232209735,10,20
189,5.401615168539325,10,20
190,5.4549157303370785,10,20
191,5.3875234082397006,10,20
192,5.282701310861423,10,20
193,5.374250936329588,10,20
194,5.451942883895131,10,20
195,5.4584269662921345,10,20
196,5.496652621722847,10,20
197,5.380875468164794,10,20
198,5.328183520599251,10,20
199,5.374250936329588,10,20
200,5.333005617977528,10,20
201,5.365472846441947,10,20
202,5.335486891385768,10,20
203,5.338272471910113,10,20
204,5.280500936329588,10,20
205,5.239723782771535,10,20
206,5.204143258426966,10,20
207,5.347120786516854,10,20
208,5.377059925093633,10,20
209,5.29438202247191,10,20
210,5.22064606741573,10,20
211,5.232537453183521,10,20
212,5.279892322097378,10,20
213,5.353721910112359,10,20
214,5.3438436329588015,10,20
215,5.2416198501872655,10,20
216,5.309503745318352,10,20
217,5.285393258426966,10,20
218,5.2646535580524345,10,20
219,5.290051498127341,10,20
220,5.203955992509363,10,20
221,5.246090823970038,10,20
222,5.293024344569289,10,20
223,5.21381086142322,10,20
224,5.215964419475656,10,20
225,5.2281367041198505,10,20
226,5.246161048689139,10,20
227,5.304728464419476,10,20
228,5.260557116104869,10,20
229,5.198525280898877,10,20
230,5.227317415730337,10,20
231,5.211657303370786,10,20
232,5.243710470836262,10,20
233,5.263902553291169,10,20
234,5.19337081283673,10,20
235,5.202717263996251,10,20
236,5.241420534458509,10,20
237,5.226793248945148,10,20
238,5.194772620721987,10,20
239,5.227379278012189,10,20
240,5.189826535396156,10,20
241,5.182489451476793,10,20
242,5.241725269573371,10,20
243,5.169268635724332,10,20
244,5.2380450070323485,10,20
245,5.242287857477732,10,20
246,5.202742616033755,10,20
247,5.143295827473042,10,20
248,5.154875761837787,10,20
249,5.148687294889827,10,20
250,5.220393811533052,10,20
251,5.2343413033286454,10,20
252,5.1593764650726675,10,20
253,5.165283638068448,10,20
254,5.20112517580872,10,20
255,5.145733708391936,10,20
256,5.1322784810126585,10,20
257,5.092240975152368,10,20
258,5.109634317862166,10,20
259,5.253750586029067,10,20
260,5.298640412564463,10,20
261,5.230520393811533,10,20
262,5.196835443037974,10,20
263,5.215142991092359,10,20
264,5.173488045007033,10,20
265,5.223628691983122,10,20
266,5.23919362400375,10,20
267,5.175738396624472,10,20
268,5.203586497890296,10,20
269,5.186169714017815,10,20
270,5.111345522737928,10,20
271,5.130356305672762,10,20
272,5.142686357243319,10,20
273,5.141162681669011,10,20
274,5.238959212376934,10,20
275,5.1342475386779185,10,20
276,5.11882325363338,10,20
277,5.107196436943273,10,20
278,5.194116268166901,10,20
279,5.194983591186123,10,20
280,5.208110642287857,10,20
281,5.101242381622128,10,20
282,5.089685888420066,10,20
283,5.135890218156228,10,20
284,5.107342247243725,10,20
285,5.115833919774807,10,20
286,5.125902484763245,10,20
287,5.124425691514299,10,20
288,5.133309892170652,10,20
289,5.1391701828410685,10,20
290,5.090295358649789,10,20
291,5.057032348804501,10,20
292,5.039240506329114,10,20
293,4.998007501172058,10,20
294,5.05196905766526,10,20
295,5.046835443037975,10,20
296,5.071425222691046,10,20
297,5.079840600093765,10,20
298,5.044186591654946,10,20
299,4.955297702766058,10,20
300,4.978254750175933,10,20
301,5.039127375087967,10,20
302,5.094792399718508,10,20
303,5.042739854562515,10,20
304,5.036547032606146,10,20
305,5.085292047853624,10,20
306,5.077527562749238,10,20
307,5.085479709125029,10,20
308,5.068918601923528,10,20
309,5.028055360075064,10,20
310,5.088247712878254,10,20
311,5.106920009383064,10,20
312,5.100703729767769,10,20
313,5.064039408866995,10,20
314,5.113112831339432,10,20
315,5.169129720853858,10,20
316,5.1366877785597,10,20
317,5.112291813277035,10,20
318,5.073657049026507,10,20
319,5.042739854562515,10,20
320,5.147665962936899,10,20
321,5.173516303072954,10,20
322,5.182430213464697,10,20
323,5.08843537414966,10,20
324,5.0412620220502,10,20
325,5.0080225193525685,10,20
326,5.023692235514896,10,20
327,5.03082336382829,10,20
328,5.090851513019001,10,20
329,5.0357729298616,10,20
330,5.031714754867465,10,20
331,5.0521698334506215,10,20
332,5.005254515599343,10,20
333,5.09392446633826,10,20
334,5.089678630072719,10,20
335,5.021369927281257,10,20
336,5.038611306591602,10,20
337,5.0374384236453205,10,20
338,5.04883884588318,10,20
339,5.038658221909453,10,20
340,4.9999296270232225,10,20
341,4.964578935022285,10,20
342,5.024536711236219,10,20
343,5.038798967863007,10,20
344,5.007694112127609,10,20
345,4.972015012901712,10,20
346,4.961740558292282,10,20
347,5.057025568848229,10,20
348,5.058644147314098,10,20
349,4.967135819845179,10,20
350,4.9830635702556885,10,20
351,4.997536945812808,10,20
352,5.02807881773399,10,20
353,5.045460942997889,10,20
354,5.119141449683322,10,20
355,5.197865353037767,10,20
356,5.302721088435375,10,20
357,5.340441003987801,10,20
358,5.267182735163031,10,20
359,5.286840253342716,10,20
360,5.361154116819141,10,20
361,5.34696223316913,10,20
362,5.430870279146141,10,20
363,5.48843537414966,10,20
364,5.4741965751817965,10,20
365,5.503448275862069,10,20
366,5.4867933380248655,10,20
367,5.456931738212527,10,20
368,5.510485573539761,10,20
369,5.345601688951443,10,20
370,5.370654468684025,10,20
371,5.416842599108609,10,20
372,5.456157635467981,10,20
373,5.499108608960826,10,20
374,5.407178043631246,10,20
375,5.504011259676284,10,20
376,5.611330049261084,10,20
377,5.622824302134647,10,20
378,5.562326999765423,10,20
379,5.523035421064978,10,20
380,5.49795918367347,10,20
381,5.55798733286418,10,20
382,5.754421768707483,10,20
383,5.778348580811635,10,20
384,5.779122683556181,10,20
385,5.837039643443584,10,20
386,6.040839784189537,10,20
387,6.2869809992962695,10,20
388,6.41301900070373,10,20
389,6.6445460942997885,10,20
390,6.830917194463993,10,20
391,7.191203377902886,10,20
392,7.5667135819845175,10,20
393,8.061576354679802,10,20
394,8.495355383532724,10,20
395,8.890241613886934,10,20
396,9.279239971850808,10,20
397,9.668214872155758,10,20
398,9.829345531315974,10,20
399,10.227680037532254,10,20
400,10.578090546563454,10,20
401,10.786113065916021,10,20
402,11.137344593009617,10,20
403,11.310039878020174,10,20
404,11.141520056298381,10,20
405,11.532958010790523,10,20
406,11.783720384705607,10,20
407,12.319399483931502,10,20
408,12.937579169598873,10,20
409,13.139784189537885,10,20
410,13.38418953788412,10,20
411,13.618601923528031,10,20
412,13.974313863476425,10,20
413,14.170490265071546,10,20
414,14.486605676753461,10,20
415,14.685737743373211,10,20
416,14.94588318085855,10,20
417,14.866737089201878,10,20
418,14.653530377668309,10,20
419,14.500093830635704,10,20
420,14.041590429275157,10,20
421,13.916185784658692,10,20
422,13.724231761670186,10,20
423,13.45277973258269,10,20
424,13.244100398780201,10,20
425,13.356298381421533,10,20
426,13.454820548909218,10,20
427,13.334295097349285,10,20
428,13.060638048322778,10,20
429,12.881163499882712,10,20
430,12.998827117053716,10,20
431,13.007389162561577,10,20
432,12.871147079521466,10,20
433,12.917194463992493,10,20
434,12.831269059347877,10,20
435,12.890804597701148,10,20
436,13.005019939010088,10,20
437,13.040581749941357,10,20
438,13.282289467511141,10,20
439,13.236030964109784,10,20
440,13.122206572769953,10,20
441,13.274478067088904,10,20
442,13.146751114238798,10,20
443,13.071827351630306,10,20
444,12.90053952615529,10,20
445,13.00328407224959,10,20
446,12.914661036828525,10,20
447,13.044217687074829,10,20
448,13.229017124091017,10,20
449,13.416326530612244,10,20
450,13.625615763546797,10,20
451,13.773821252638985,10,20
452,13.930893736805066,10,20
453,13.9045742434905,10,20
454,14.008304011259677,10,20
455,14.103703703703705,10,20
456,14.110267229254571,10,20
457,14.299062353492733,10,20
458,14.446577590248475,10,20
459,14.324308485700891,10,20
460,14.11882325363338,10,20
461,14.04057665260197,10,20
462,13.928012189404596,10,20
463,14.097702766057196,10,20
464,14.123136427566806,10,20
465,14.16812001875293,10,20
466,13.951054852320675,10,20
467,13.993295827473043,10,20
468,13.936005625879044,10,20
469,14.00393811533052,10,20
470,13.946812001875292,10,20
471,13.927496483825598,10,20
472,13.742897327707455,10,20
473,13.625761837787154,10,20
474,13.447632442569152,10,20
475,13.406704172526956,10,20
476,12.994842944210033,10,20
477,12.678879512423816,10,20
478,12.442920768870135,10,20
479,12.336568213783403,10,20
480,11.946601031411157,10,20
481,11.733309892170652,10,20
482,11.416080637599624,10,20
483,11.085583684950775,10,20
484,10.836990154711675,10,20
485,10.516174402250352,10,20
486,10.382278481012658,10,20
487,10.352555086732302,10,20
488,10.095616502578528,10,20
489,10.091772151898734,10,20
490,9.653750586029068,10,20
491,9.730848570089076,10,20
492,9.639127375087966,10,20
493,9.51151771053249,10,20
494,9.373070607553366,10,20
495,9.267745718977247,10,20
496,9.187379779498006,10,20
497,9.124489795918366,10,20
498,9.004433497536946,10,20
499,8.979591836734693,10,20
500,9.08386113065916,10,20
501,8.97100633356791,10,20
502,9.055547736335914,10,20
503,9.055336617405583,10,20
504,9.021018062397372,10,20
505,9.116561107201502,10,20
506,9.16380281690141,10,20
507,9.213661971830986,10,20
508,9.129509734928455,10,20
509,9.217780905465634,10,20
510,9.333825944170773,10,20
511,9.368074126202204,10,20
512,9.349354914379544,10,20
513,9.259024847632443,10,20
514,9.162119081106422,10,20
515,9.110173464603845,10,20
516,9.142498827941866,10,20
517,9.218729488982653,10,20
518,9.18818565400844,10,20
519,9.263689639006095,10,20
520,9.077285513361462,10,20
521,8.9870839193624,10,20
522,8.967252695733707,10,20
523,9.030778246601031,10,20
524,9.14074074074074,10,20
525,9.063384903891233,10,20
526,8.948827941865916,10,20
527,8.90745428973277,10,20
528,8.959324419422941,10,20
529,8.797231996246774,10,20
530,8.743881856540083,10,20
531,8.701289263947492,10,20
532,8.668002812939521,10,20
533,8.489076418190342,10,20
534,8.260759493670886,10,20
535,8.25939990623535,10,20
536,8.074191279887483,10,20
537,8.142287857477731,10,20
538,8.116385372714486,10,20
539,7.961767463666198,10,20
540,7.944491326769809,10,20
541,7.912962962962963,10,20
542,7.715330520393812,10,20
543,7.665002344116268,10,20
544,7.549953117674637,10,20
545,7.400586029067042,10,20
546,7.318635724331927,10,20
547,7.28384903891233,10,20
548,7.356493202062822,10,20
549,7.350070323488045,10,20
550,7.3349273323956865,10,20
551,7.203117674636663,10,20
552,7.105743084857009,10,20
553,7.15996249413971,10,20
554,7.150375058602907,10,20
555,7.08244256915143,10,20
556,7.0207923112986395,10,20
557,7.143865822190945,10,20
558,7.149847525216983,10,20
559,7.088748241912799,10,20
560,7.056375996249414,10,20
561,7.046436943272386,10,20
562,7.106868260665729,10,20
563,7.139076418190342,10,20
564,6.97248007501172,10,20
565,6.955578996718238,10,20
566,6.9883028598218475,10,20
567,6.957923112986403,10,20
568,6.881481481481482,10,20
569,6.9471870604782,10,20
570,6.885302390998593,10,20
571,6.816385372714486,10,20
572,6.780918893577121,10,20
573,6.862259728082512,10,20
574,6.841795593061415,10,20
575,6.97093295827473,10,20
576,6.919010782934834,10,20
577,6.9288795124238165,10,20
578,6.9503281762775435,10,20
579,6.9185185185185185,10,20
580,6.956211908110642,10,20
581,6.9522972339428035,10,20
582,6.950539146741678,10,20
583,6.893314567206192,10,20
584,6.926230661040788,10,20
585,6.920300046882325,10,20
586,7.0124472573839665,10,20
587,7.058345053914675,10,20
588,7.120206282231598,10,20
589,7.061204875761837,10,20
590,7.017112048757618,10,20
591,7.102766057196437,10,20
592,7.143178621659635,10,20
593,7.108204406938584,10,20
594,7.049812470698547,10,20
595,7.032372245663384,10,20
596,6.896718237224566,10,20
597,6.920792311298641,10,20
598,6.941889357712142,10,20
599,6.945554773633591,10,20
600,6.964416315049226,10,20
601,6.856962025316456,10,20
602,6.83091889357712,10,20
603,6.881504922644163,10,20
604,6.905227379278013,10,20
605,6.897304266291608,10,20
606,6.8955899601219794,10,20
607,6.892563922120573,10,20
608,6.933309859154929,10,20
609,6.845798122065728,10,20
610,6.69655172413793,10,20
611,6.741754632887638,10,20
612,6.751489561341778,10,20
613,6.866033309875674,10,20
614,6.965048088200798,10,20
615,6.9091015716631485,10,20
616,6.942552193291109,10,20
617,6.809195402298851,10,20
618,6.880084447572132,10,20
619,6.935845070422535,10,20
620,6.8821830985915495,10,20
621,6.983063570255688,10,20
622,6.902439596528267,10,20
623,6.973774337321135,10,20
624,6.956274923762608,10,20
625,7.050152474783016,10,20
626,6.986347642505279,10,20
627,7.047595589960122,10,20
628,6.857300469483568,10,20
629,6.900657276995305,10,20
630,6.949941355852686,10,20
631,6.916091954022988,10,20
632,6.992423176167018,10,20
633,6.982570959418251,10,20
634,6.983603096410978,10,20
635,6.902486511846117,10,20
636,6.843748533896317,10,20
637,6.748205489092189,10,20
638,6.831667839549612,10,20
639,6.810978184377199,10,20
640,6.813793103448275,10,20
641,6.83356790992259,10,20
642,6.907576823832981,10,20
643,6.896481351161154,10,20
644,7.014778325123153,10,20
645,6.919704433497537,10,20
646,6.89704433497537,10,20
647,6.855430448041285,10,20
648,6.844600938967137,10,20
649,6.864999999999999,10,20
650,6.826830985915493,10,20
651,6.768661971830986,10,20
652,6.7568075117370885,10,20
653,6.849483568075117,10,20
654,6.810469483568075,10,20
655,6.73612676056338,10,20
656,6.769530516431925,10,20
657,6.789671361502347,10,20
658,6.901384976525822,10,20
659,6.999765258215962,10,20
660,7.073708920187793,10,20
661,7.054647887323944,10,20
662,6.93830985915493,10,20
663,6.999201877934272,10,20
664,6.8455164319248825,10,20
665,6.820915492957747,10,20
666,6.907934272300469,10,20
667,6.9173943661971835,10,20
668,7.043568075117371,10,20
669,6.956784037558686,10,20
670,6.9364788732394365,10,20
671,6.930471498944406,10,20
672,6.9913441238564396,10,20
673,6.901360544217687,10,20
674,6.98552662444288,10,20
675,6.902885292047854,10,20
676,6.908726249120337,10,20
677,6.894487450152475,10,20
678,6.966901243255923,10,20
679,7.059558996012198,10,20
680,7.047900539526155,10,20
681,7.009617640159512,10,20
682,6.966713581984519,10,20
683,6.966220657276995,10,20
684,6.974741784037558,10,20
685,7.052451325357729,10,20
686,6.9993431855500825,10,20
687,7.068003753225428,10,20
688,6.989326765188834,10,20
689,6.899272812573305,10,20
690,6.98676988036594,10,20
691,7.075862068965517,10,20
692,7.042739854562515,10,20
693,6.992728125733051,10,20
694,6.926647900539526,10,20
695,6.976049730236923,10,20
696,7.034646962233169,10,20
697,6.94991789819376,10,20
698,6.96380483227774,10,20
699,6.917030260380014,10,20
700,6.965165376495426,10,20
701,6.990241613886934,10,20
702,7.121956368754398,10,20
703,7.236570490265071,10,20
704,7.203661971830987,10,20
705,7.1879193056532955,10,20
706,7.112291813277036,10,20
707,7.102697630776448,10,20
708,7.062045507858316,10,20
709,7.122918132770349,10,20
710,7.250668543279382,10,20
711,7.23286418015482,10,20
712,7.20748299319728,10,20
713,7.189021815622801,10,20
714,7.135890218156228,10,20
715,7.204175463288764,10,20
716,7.139760731878959,10,20
717,7.193947923997185,10,20
718,7.249437412095641,10,20
719,7.231997187060478,10,20
720,7.273886544772621,10,20
721,7.2720581340834505,10,20
722,7.131411157993437,10,20
723,7.178527894983591,10,20
724,7.29045944678856,10,20
725,7.240605207600281,10,20
726,7.232723863103609,10,20
727,7.260431317393343,10,20
728,7.417393342709798,10,20
729,7.464721050164089,10,20
730,7.455227379278012,10,20
731,7.406797937177684,10,20
732,7.3556493202062825,10,20
733,7.483661509610877,10,20
734,7.434083978418954,10,20
735,7.588951442646024,10,20
736,7.560478199718706,10,20
737,7.615447726207219,10,20
738,7.438279418659166,10,20
739,7.417182372245663,10,20
740,7.432090951711205,10,20
741,7.550164088138772,10,20
742,7.490787623066104,10,20
743,7.426488513830287,10,20
744,7.292475386779184,10,20
745,7.317885607126113,10,20
746,7.406141584622597,10,20
747,7.38609939052977,10,20
748,7.489076418190343,10,20
749,7.4626347866854195,10,20
750,7.4083919362400374,10,20
751,7.446249413970934,10,20
752,7.40787623066104,10,20
753,7.334810126582279,10,20
754,7.30419596812002,10,20
755,7.3354430379746836,10,20
756,7.24817158931083,10,20
757,7.209868729488982,10,20
758,7.2207688701359585,10,20
759,7.203656821378341,10,20
760,7.276160337552743,10,20
761,7.259657759024848,10,20
762,7.330778246601032,10,20
763,7.326160337552742,10,20
764,7.45996249413971,10,20
765,7.622362869198312,10,20
766,7.657290201593999,10,20
767,7.488748241912799,10,20
768,7.437880918893577,10,20
769,7.4074308485700895,10,20
770,7.453820909517113,10,20
771,7.567580872011252,10,20
772,7.345382090951711,10,20
773,7.444842944210032,10,20
774,7.426254102203469,10,20
775,7.431012658227848,10,20
776,7.464486638537271,10,20
777,7.432348804500703,10,20
778,7.6233708391936235,10,20
779,7.585419596812002,10,20
780,7.291326769807783,10,20
781,7.414932020628223,10,20
782,7.398781059540553,10,20
783,7.413572433192686,10,20
784,7.452555086732302,10,20
785,7.50689170182841,10,20
786,7.577543366150961,10,20
787,7.434599156118144,10,20
788,7.409282700421941,10,20
789,7.508485700890764,10,20
790,7.493366150961088,10,20
791,7.299601500234411,10,20
792,7.2890998593530245,10,20
793,7.349671823722457,10,20
794,7.260571964369432,10,20
795,7.113267698077825,10,20
796,7.123699015471167,10,20
797,7.126887013595874,10,20
798,7.0893577121425215,10,20
799,7.144092827004219,10,20
800,7.029864041256447,10,20
801,7.213713080168776,10,20
802,7.195472671827352,10,20
803,7.10168776371308,10,20
804,7.112048757618378,10,20
805,7.175386779184247,10,20
806,7.090553211439287,10,20
807,7.131387716830755,10,20
808,6.9657290201594,10,20
809,6.961392405063291,10,20
810,7.060571964369433,10,20
811,7.068002812939523,10,20
812,7.017487107360525,10,20
813,7.005297702766057,10,20
814,6.961462728551337,10,20
815,6.886240037505861,10,20
816,6.91193155180497,10,20
817,6.842616033755275,10,20
818,6.735232067510548,10,20
819,6.832443195127665,10,20
820,6.841859920356056,10,20
821,6.7961817755914735,10,20
822,6.721995783555868,10,20
823,6.661302412743031,10,20
824,6.726610447411572,10,20
825,6.748512532208948,10,20
826,6.8053174045443905,10,20
827,6.6738111970016405,10,20
828,6.737479503396579,10,20
829,6.674982431482783,10,20
830,6.687420941672523,10,20
831,6.616678379011478,10,20
832,6.575778870929961,10,20
833,6.647692668072148,10,20
834,6.59878191613961,10,20
835,6.682033263059264,10,20
836,6.786156008432889,10,20
837,6.8377605996720545,10,20
838,6.84312485359569,10,20
839,6.894588896697119,10,20
840,6.8863199812602485,10,20
841,6.794050128835792,10,20
842,6.808713984539704,10,20
843,6.8637854298430545,10,20
844,6.870367767627078,10,20
845,6.844483485593816,10,20
846,6.688240805809323,10,20
847,6.712860154602951,10,20
848,6.798243148278285,10,20
849,6.758468025298664,10,20
850,6.736261419536191,10,20
851,6.769875849144999,10,20
852,6.920121808386039,10,20
853,6.946521433591005,10,20
854,6.753736237994847,10,20
855,6.743171702974935,10,20
856,6.787374092293277,10,20
857,6.666760365425158,10,20
858,6.639330053876786,10,20
859,6.597282736003748,10,20
860,6.599063012415086,10,20
861,6.617369901547116,10,20
862,6.679629629629629,10,20
863,6.758983368470368,10,20
864,6.702574906367041,10,20
865,6.624461610486891,10,20
866,6.619592696629213,10,20
867,6.569826779026217,10,20
868,6.717158239700375,10,20
869,6.597799625468165,10,20
870,6.606577715355805,10,20
871,6.678838951310861,10,20
872,6.722284644194756,10,20
873,6.708058093230266,10,20
874,6.711571796673694,10,20
875,6.813834269662921,10,20
876,6.838178838951311,10,20
877,6.85814606741573,10,20
878,6.868281835205992,10,20
879,6.849602059925094,10,20
880,6.742696629213484,10,20
881,6.744101123595506,10,20
882,6.7448267790262175,10,20
883,6.650187265917603,10,20
884,6.640121722846442,10,20
885,6.659386704119851,10,20
886,6.67626404494382,10,20
887,6.819194756554307,10,20
888,6.832888576779026,10,20
889,6.733450374531834,10,20
890,6.680126404494382,10,20
891,6.667930711610487,10,20
892,6.682607677902621,10,20
893,6.669922698524244,10,20
894,6.617006324666198,10,20
895,6.633708128367299,10,20
896,6.642960880768329,10,20
897,6.596111501522604,10,20
898,6.558491449988288,10,20
899,6.640360740220192,10,20
900,6.634317170297494,10,20
901,6.598688217381119,10,20
902,6.650925275240103,10,20
903,6.688943546498009,10,20
904,6.693651909112203,10,20
905,6.616795502459593,10,20
906,6.68208011243851,10,20
907,6.686929023190443,10,20
908,6.701733427032092,10,20
909,6.654087608339189,10,20
910,6.626563598032327,10,20
911,6.600163972827359,10,20
912,6.491496837666901,10,20
913,6.567439681424221,10,20
914,6.656945420473179,10,20
915,6.647036776762708,10,20
916,6.66980557507613,10,20
917,6.675919419067697,10,20
918,6.7035371281330525,10,20
919,6.685546966502693,10,20
920,6.650784727102365,10,20
921,6.62799250409932,10,20
922,6.69123916608105,10,20
923,6.796954790349028,10,20
924,6.743593347388147,10,20
925,6.820121808386038,10,20
926,6.721246193487937,10,20
927,6.77781681892715,10,20
928,6.801686577652846,10,20
929,6.821269618177559,10,20
930,6.809604122745374,10,20
931,6.835090185055049,10,20
932,6.826985242445537,10,20
933,6.792574373389553,10,20
934,6.836308268915437,10,20
935,6.754711673699016,10,20
936,6.804216444132115,10,20
937,6.900187397516984,10,20
938,6.885148746779106,10,20
939,6.910962754743499,10,20
940,6.973787772312018,10,20
941,6.841438275942844,10,20
942,6.836167720777699,10,20
943,6.795127664558445,10,20
944,6.868915436870462,10,20
945,6.900046849379246,10,20
946,6.941602248770203,10,20
947,6.841297727805106,10,20
948,6.903302881236823,10,20
949,6.871870604781996,10,20
950,6.904193019442492,10,20
951,6.898828765518856,10,20
952,7.017685640665261,10,20
953,7.059006793159991,10,20
954,7.058327477160928,10,20
955,7.037479503396581,10,20
956,7.065354884047786,10,20
957,7.018013586319981,10,20
958,7.0539704848910745,10,20
959,7.022323729210588,10,20
960,7.044342937456079,10,20
961,7.062801592878895,10,20
962,7.076950105411103,10,20
963,7.029585382993676,10,20
964,7.154275005856172,10,20
965,7.307987819161396,10,20
966,7.311571796673694,10,20
967,7.1394940267041465,10,20
968,7.150339657999531,10,20
969,7.108526587022721,10,20
970,7.175966268446943,10,20
971,7.206840009369876,10,20
972,7.130709768095572,10,20
973,7.079620520028109,10,20
974,7.203607402201921,10,20
975,7.262895291637386,10,20
976,7.218669477629421,10,20
977,7.214874677910518,10,20
978,7.238603888498477,10,20
979,7.269899273834621,10,20
980,7.279690794096978,10,20
981,7.287046146638557,10,20
982,7.321246193487936,10,20
983,7.459803232607167,10,20
984,7.4831576481611615,10,20
985,7.438393066291872,10,20
986,7.526516748653081,10,20
987,7.473441162681669,10,20
988,7.583532443195128,10,20
